name,0
0,0.2945229538738963
1,0.3389890567611889
10,0.21400474785729184
11,0.21400498302975512
12,0.6071031004385274
13,0.5375503490678609
14,0.4351763323817221
15,0.5684135942049255
16,0.49114483803231723
17,0.3379588932495882
18,0.33772303093625583
19,0.4842653930387599
2,0.33898909875901495
20,0.2955205786486371
21,0.5759243700206144
22,0.5134232716306143
23,0.2748282642565756
24,0.6410012804976394
25,0.06433083552994537
26,0.06433083900517732
27,0.7647474951677565
28,0.4919336100563423
29,0.44193394547098336
3,0.23118543323514437
30,0.25917146875258623
31,0.2791576143187806
32,0.27915779788610084
33,0.49549166622464214
34,0.4948685117005447
35,0.5218178591656606
36,0.501952878966177
37,0.5381138896052047
38,0.5381138896391395
39,0.4100254248063775
4,0.5529439655331149
40,0.40952271298473386
41,0.4716846620246781
42,0.33537826137768234
43,0.40022045081013896
44,0.2012362245972524
45,0.5430827618574154
46,0.5748246183777517
47,0.242180727109983
48,0.3209619730072334
49,0.2990528847828258
5,0.24670243414274592
50,0.5199460770091523
51,0.4485920708139714
52,0.22082913237227136
53,0.41012738133476834
54,0.5022971411296867
55,0.3013045263430036
56,0.19888242331393588
57,0.19888205462412623
58,0.5036856472773414
59,0.26297586457725947
6,0.39259646428144346
60,0.19981635636564832
61,0.2201488137240846
62,0.2201486540996736
63,0.22014883691630405
64,0.19876718602601423
65,0.43487590131413856
66,0.2946304257075236
67,0.29463029896851617
68,0.2488837671966427
69,0.47240258280528613
7,0.4046589348539251
70,0.31621888268742365
71,0.48892273465082947
72,0.3892303840394567
73,0.12841822189788155
74,0.12841955542791136
75,0.12841955212496226
76,0.1754662614576269
77,0.17546681261618752
78,0.1388389409190217
79,0.6563245318624936
8,0.40465887367580655
80,0.42827575130177475
81,0.7468474446065033
82,0.29647582055544375
83,0.8934365964213956
84,0.31345670524362884
85,0.318993985382141
86,0.5616973407000947
87,0.16536341032592078
88,0.22648445977684153
89,0.5322326268505451
9,0.6217541522607241
90,0.3333348220038381
91,0.34707398964943714
92,0.22528568328690518
93,0.22528603085232285
94,0.2388918885530984
95,0.566555864183313
96,0.8141041738165051
97,0.5076978800587991
98,0.44947663728552395
99,0.4176971190252563
